UID,district,block id,cluster id,Student Identifier,school id,subject,class,baseline,1st question Level,1st level score,2nd question Level,2nd level score,3rd question Level,3rd level score,Admin User ID
024823126_1,TIRUVANNAMALAI,99,33060308301,24823126,33060305901,English,2,Mottu,Mottu,8,,,,,30653702
024823126_2,TIRUVANNAMALAI,99,33060308301,24823126,33060305901,Mathematics,2,Arumbu,Arumbu,10,Mottu,8,,,30653702
024823385_1,TIRUVANNAMALAI,114,33061707902,24823385,33061705201,English,3,Malar,Malar,4,,,,,30647964
024825053_3,TIRUVANNAMALAI,100,33060207001,24825053,33060204201,Tamil,2,Arumbu,Arumbu,9,Mottu,8,,,30646672
024826540_1,TIRUVANNAMALAI,106,33060907201,24826540,33060907202,English,2,Mottu,Mottu,6,,,,,30646628
024827229_3,TIRUVANNAMALAI,110,33061305402,24827229,33061308102,Tamil,3,Malar,Malar,10,,,,,30643334
024827851_1,TIRUVANNAMALAI,103,33060106002,24827851,33060105801,English,3,Malar,Malar,10,,,,,30647685
024828039_3,TIRUVANNAMALAI,113,33061606701,24828039,33061606401,Tamil,3,Malar,Malar,9,,,,,30645819
024828039_1,TIRUVANNAMALAI,113,33061606701,24828039,33061606401,English,3,Malar,Malar,5,,,,,30645819
024828315_2,TIRUVANNAMALAI,111,33061411330,24828315,33061410401,Mathematics,2,Mottu,Mottu,9,,,,,30646462
024828606_2,TIRUVANNAMALAI,107,33061004202,24828606,33061004201,Mathematics,2,Arumbu,Arumbu,5,,,,,30646809
024828774_3,TIRUVANNAMALAI,100,33060203201,24828774,33060202902,Tamil,3,Malar,Malar,10,,,,,30647331
024828842_2,TIRUVANNAMALAI,107,33061000101,24828842,33061005301,Mathematics,2,Mottu,Mottu,9,,,,,30652971
024829413_1,TIRUVANNAMALAI,108,33061107001,24829413,33061102301,English,2,Arumbu,Arumbu,8,Mottu,7,,,30646586
024830749_3,TIRUVANNAMALAI,107,33061004202,24830749,33061007101,Tamil,2,Mottu,Mottu,10,,,,,30646809
024830749_2,TIRUVANNAMALAI,107,33061004202,24830749,33061007101,Mathematics,2,Mottu,Mottu,9,,,,,30646809
024832058_2,TIRUVANNAMALAI,102,33060609301,24832058,33060607401,Mathematics,2,Mottu,Mottu,10,,,,,30652308
024834710_2,TIRUVANNAMALAI,115,33061802506,24834710,33061801002,Mathematics,2,Mottu,Mottu,6,,,,,30649663
024835783_3,TIRUVANNAMALAI,106,33060907201,24835783,33060907202,Tamil,3,Malar,Malar,9,,,,,30646628
024835783_2,TIRUVANNAMALAI,106,33060907201,24835783,33060907202,Mathematics,3,Arumbu,Arumbu,9,Mottu,7,,,30646628
024838229_2,TIRUVANNAMALAI,109,33061203601,24838229,33061200303,Mathematics,2,Mottu,Mottu,10,,,,,30646003
024838229_1,TIRUVANNAMALAI,109,33061203601,24838229,33061200303,English,2,Mottu,Mottu,10,,,,,30646003
024838229_3,TIRUVANNAMALAI,109,33061203601,24838229,33061200303,Tamil,2,Mottu,Mottu,10,,,,,30646003
024838573_2,TIRUVANNAMALAI,109,33061208303,24838573,33061208301,Mathematics,2,Arumbu,Arumbu,9,Mottu,5,,,30646061
024839551_1,TIRUVANNAMALAI,102,33060603202,24839551,33060608605,English,2,Arumbu,Arumbu,7,,,,,30645957
024840211_3,TIRUVANNAMALAI,109,33061203601,24840211,33061200302,Tamil,3,Malar,Malar,10,,,,,30646003
024840852_2,TIRUVANNAMALAI,110,33061303203,24840852,33061301801,Mathematics,2,Mottu,Mottu,10,,,,,30645941
024840864_2,TIRUVANNAMALAI,107,33061003701,24840864,33061006701,Mathematics,2,Mottu,Mottu,5,,,,,30652189
024841114_2,TIRUVANNAMALAI,103,33060106002,24841114,33060102301,Mathematics,3,Malar,Malar,10,,,,,30647685
024841182_2,TIRUVANNAMALAI,109,33061203601,24841182,33061201201,Mathematics,2,Mottu,Mottu,9,,,,,30646003
024841182_1,TIRUVANNAMALAI,109,33061203601,24841182,33061201201,English,2,Mottu,Mottu,10,,,,,30646003
024841517_2,TIRUVANNAMALAI,100,33060207502,24841517,33060201901,Mathematics,2,Arumbu,Arumbu,5,,,,,30646802
024841971_2,TIRUVANNAMALAI,103,33060106002,24841971,33060102301,Mathematics,3,Malar,Malar,10,,,,,30647685
024842653_1,TIRUVANNAMALAI,114,33061708803,24842653,33061703601,English,2,Arumbu,Arumbu,7,,,,,30645441
024842995_3,TIRUVANNAMALAI,114,33061708803,24842995,33061703601,Tamil,2,Mottu,Mottu,10,,,,,30645441
024843514_3,TIRUVANNAMALAI,114,33061708803,24843514,33061703601,Tamil,2,Mottu,Mottu,8,,,,,30645441
024843514_2,TIRUVANNAMALAI,114,33061708803,24843514,33061703601,Mathematics,2,Mottu,Mottu,9,,,,,30645441
024843514_1,TIRUVANNAMALAI,114,33061708803,24843514,33061703601,English,2,Mottu,Mottu,7,,,,,30645441
024843767_3,TIRUVANNAMALAI,100,33060207502,24843767,33060207514,Tamil,3,Malar,Malar,10,,,,,30646802
024845038_1,TIRUVANNAMALAI,110,33061307901,24845038,33061307912,English,3,Arumbu,Arumbu,9,Mottu,8,Malar,7,30652287
024845038_3,TIRUVANNAMALAI,110,33061307901,24845038,33061307912,Tamil,3,Malar,Malar,9,,,,,30652287
024846324_3,TIRUVANNAMALAI,100,33060207503,24846324,33060207519,Tamil,3,Malar,Malar,10,,,,,30647646
024847058_3,TIRUVANNAMALAI,110,33061303302,24847058,33061306001,Tamil,3,Malar,Malar,10,,,,,30645913
024847558_3,TIRUVANNAMALAI,109,33061201301,24847558,33061200501,Tamil,2,Mottu,Mottu,10,,,,,30647966
024847695_3,TIRUVANNAMALAI,106,33060906203,24847695,33060907801,Tamil,3,Malar,Malar,9,,,,,30646368
024847696_1,TIRUVANNAMALAI,107,33061003701,24847696,33061006701,English,3,Malar,Malar,3,,,,,30652189
024847712_3,TIRUVANNAMALAI,109,33061203502,24847712,33061205401,Tamil,2,Mottu,Mottu,10,,,,,30645096
024847712_1,TIRUVANNAMALAI,109,33061203502,24847712,33061205401,English,2,Arumbu,Arumbu,6,,,,,30645096
024847750_1,TIRUVANNAMALAI,100,33060201701,24847750,33060203002,English,2,Arumbu,Arumbu,10,Mottu,5,,,30647796
024847763_3,TIRUVANNAMALAI,109,33061201301,24847763,33061206901,Tamil,2,Mottu,Mottu,5,,,,,30647966
024847763_1,TIRUVANNAMALAI,109,33061201301,24847763,33061206901,English,2,Arumbu,Arumbu,9,Mottu,4,,,30647966
024847886_3,TIRUVANNAMALAI,109,33061203601,24847886,33061205301,Tamil,3,Malar,Malar,10,,,,,30646003
024848004_3,TIRUVANNAMALAI,107,33061003701,24848004,33061006701,Tamil,3,Malar,Malar,4,,,,,30652189
024848005_3,TIRUVANNAMALAI,109,33061203503,24848005,33061203902,Tamil,3,Malar,Malar,10,,,,,30647967
024848073_2,TIRUVANNAMALAI,109,33061208401,24848073,33061205701,Mathematics,2,Arumbu,Arumbu,10,Mottu,9,,,30646022
024848233_1,TIRUVANNAMALAI,107,33061003701,24848233,33061006701,English,3,Malar,Malar,5,,,,,30652189
024848243_1,TIRUVANNAMALAI,109,33061201301,24848243,33061207901,English,2,Arumbu,Arumbu,10,Mottu,9,,,30647966
024848361_1,TIRUVANNAMALAI,110,33061307901,24848361,33061300201,English,3,Malar,Malar,4,,,,,30652287
024848361_3,TIRUVANNAMALAI,110,33061307901,24848361,33061300201,Tamil,3,Malar,Malar,7,,,,,30652287
024848713_2,TIRUVANNAMALAI,109,33061207103,24848713,33061201701,Mathematics,2,Mottu,Mottu,9,,,,,30647822
024848759_3,TIRUVANNAMALAI,111,33061406201,24848759,33061407201,Tamil,2,Mottu,Mottu,10,,,,,30652375
024848929_2,TIRUVANNAMALAI,107,33061002102,24848929,33061007402,Mathematics,3,Mottu,Mottu,10,Malar,9,,,30652360
024848929_3,TIRUVANNAMALAI,107,33061002102,24848929,33061007402,Tamil,3,Malar,Malar,8,,,,,30652360
024848991_2,TIRUVANNAMALAI,110,33061301501,24848991,33061307401,Mathematics,2,Arumbu,Arumbu,9,Mottu,8,,,30645186
024848991_1,TIRUVANNAMALAI,110,33061301501,24848991,33061307401,English,2,Arumbu,Arumbu,7,,,,,30645186
024849261_2,TIRUVANNAMALAI,114,33061708803,24849261,33061709001,Mathematics,2,Mottu,Mottu,5,,,,,30645441
024849272_3,TIRUVANNAMALAI,110,33061301501,24849272,33061301502,Tamil,3,Malar,Malar,9,,,,,30645186
024849376_3,TIRUVANNAMALAI,109,33061203601,24849376,33061203701,Tamil,2,Mottu,Mottu,10,,,,,30646003
024849442_2,TIRUVANNAMALAI,110,33061301501,24849442,33061307401,Mathematics,2,Arumbu,Arumbu,9,Mottu,9,,,30645186
024849577_1,TIRUVANNAMALAI,110,33061301501,24849577,33061307401,English,2,Mottu,Mottu,8,,,,,30645186
024849577_3,TIRUVANNAMALAI,110,33061301501,24849577,33061307401,Tamil,2,Mottu,Mottu,8,,,,,30645186
024849674_2,TIRUVANNAMALAI,110,33061301501,24849674,33061307401,Mathematics,2,Arumbu,Arumbu,9,Mottu,9,,,30645186
024849712_2,TIRUVANNAMALAI,101,33060405901,24849712,33060402001,Mathematics,2,Mottu,Mottu,9,,,,,30645780
024849817_3,TIRUVANNAMALAI,109,33061203601,24849817,33061205301,Tamil,3,Malar,Malar,10,,,,,30646003
024849832_1,TIRUVANNAMALAI,101,33060405901,24849832,33060407301,English,3,Malar,Malar,4,,,,,30645780
024849903_2,TIRUVANNAMALAI,100,33060207502,24849903,33060207514,Mathematics,2,Mottu,Mottu,10,,,,,30646802
024850191_2,TIRUVANNAMALAI,107,33061002102,24850191,33061002103,Mathematics,2,Mottu,Mottu,10,,,,,30652360
024850211_3,TIRUVANNAMALAI,110,33061301501,24850211,33061306501,Tamil,2,Mottu,Mottu,9,,,,,30645186
024851088_2,TIRUVANNAMALAI,106,33060903602,24851088,33060904901,Mathematics,2,Mottu,Mottu,8,,,,,30647369
024851404_2,TIRUVANNAMALAI,114,33061708803,24851404,33061708901,Mathematics,2,Mottu,Mottu,5,,,,,30645441
024851416_2,TIRUVANNAMALAI,98,33060505501,24851416,33060508401,Mathematics,2,Mottu,Mottu,10,,,,,30648051
024851416_1,TIRUVANNAMALAI,98,33060505501,24851416,33060508401,English,2,Mottu,Mottu,6,,,,,30648051
024851416_3,TIRUVANNAMALAI,98,33060505501,24851416,33060508401,Tamil,2,Mottu,Mottu,10,,,,,30648051
024851556_2,TIRUVANNAMALAI,106,33060903602,24851556,33060904901,Mathematics,2,Mottu,Mottu,8,,,,,30647369
024851696_1,TIRUVANNAMALAI,109,33061208401,24851696,33061205701,English,3,Malar,Malar,3,,,,,30646022
024851906_3,TIRUVANNAMALAI,109,33061203601,24851906,33061203701,Tamil,2,Mottu,Mottu,10,,,,,30646003
024851906_1,TIRUVANNAMALAI,109,33061203601,24851906,33061203701,English,2,Mottu,Mottu,6,,,,,30646003
024851951_2,TIRUVANNAMALAI,107,33061003701,24851951,33061006701,Mathematics,3,Malar,Malar,5,,,,,30652189
024851978_2,TIRUVANNAMALAI,109,33061208401,24851978,33061207801,Mathematics,3,Mottu,Mottu,9,Malar,8,,,30646022
024852081_3,TIRUVANNAMALAI,105,33060802402,24852081,33060803003,Tamil,3,Malar,Malar,10,,,,,30646610
024852081_1,TIRUVANNAMALAI,105,33060802402,24852081,33060803003,English,3,Malar,Malar,7,,,,,30646610
024852260_2,TIRUVANNAMALAI,111,33061406902,24852260,33061401901,Mathematics,3,Malar,Malar,8,,,,,30650189
024852260_3,TIRUVANNAMALAI,111,33061406902,24852260,33061401901,Tamil,3,Malar,Malar,8,,,,,30650189
024853123_1,TIRUVANNAMALAI,109,33061202001,24853123,33061205501,English,2,Mottu,Mottu,4,,,,,30645641
024853123_2,TIRUVANNAMALAI,109,33061202001,24853123,33061205501,Mathematics,2,Mottu,Mottu,8,,,,,30645641
024853860_3,TIRUVANNAMALAI,113,33061606501,24853860,33061603901,Tamil,3,Malar,Malar,10,,,,,30644804
024854580_1,TIRUVANNAMALAI,108,33061103201,24854580,33061102202,English,3,Malar,Malar,10,,,,,30646864
024854893_2,TIRUVANNAMALAI,99,33060305701,24854893,33060305702,Mathematics,3,Malar,Malar,3,,,,,30647905
024854893_1,TIRUVANNAMALAI,99,33060305701,24854893,33060305702,English,3,Malar,Malar,5,,,,,30647905
024855379_1,TIRUVANNAMALAI,99,33060300101,24855379,33060302501,English,3,Malar,Malar,10,,,,,30646575
024855379_2,TIRUVANNAMALAI,99,33060300101,24855379,33060302501,Mathematics,3,Malar,Malar,9,,,,,30646575
024855431_2,TIRUVANNAMALAI,102,33060608602,24855431,33060608301,Mathematics,3,Malar,Malar,6,,,,,30645811
024855431_3,TIRUVANNAMALAI,102,33060608602,24855431,33060608301,Tamil,3,Malar,Malar,6,,,,,30645811
024855805_1,TIRUVANNAMALAI,98,33060507802,24855805,33060507815,English,3,Malar,Malar,3,,,,,30646208
024856014_1,TIRUVANNAMALAI,98,33060501901,24856014,33060503001,English,2,Arumbu,Arumbu,8,Mottu,8,,,30648083
024856161_3,TIRUVANNAMALAI,105,33060801602,24856161,33060804101,Tamil,3,Malar,Malar,10,,,,,30645631
024856161_1,TIRUVANNAMALAI,105,33060801602,24856161,33060804101,English,3,Malar,Malar,10,,,,,30645631
024856423_1,TIRUVANNAMALAI,114,33061708101,24856423,33061701102,English,3,Malar,Malar,4,,,,,30646681
024856423_2,TIRUVANNAMALAI,114,33061708101,24856423,33061701102,Mathematics,3,Malar,Malar,7,,,,,30646681
024857233_3,TIRUVANNAMALAI,99,33060300501,24857233,33060307001,Tamil,3,Malar,Malar,10,,,,,30647315
024857233_2,TIRUVANNAMALAI,99,33060300501,24857233,33060307001,Mathematics,3,Malar,Malar,9,,,,,30647315
024857233_1,TIRUVANNAMALAI,99,33060300501,24857233,33060307001,English,3,Malar,Malar,7,,,,,30647315
024857312_2,TIRUVANNAMALAI,107,33061002002,24857312,33061003801,Mathematics,3,Malar,Malar,4,,,,,30647918
024858440_3,TIRUVANNAMALAI,99,33060308301,24858440,33060305901,Tamil,2,Mottu,Mottu,8,,,,,30653702
024858859_3,TIRUVANNAMALAI,107,33061000103,24858859,33061007201,Tamil,3,Malar,Malar,7,,,,,30650222
024859423_2,TIRUVANNAMALAI,110,33061303302,24859423,33061305701,Mathematics,2,Mottu,Mottu,10,,,,,30645913
024859574_1,TIRUVANNAMALAI,109,33061201301,24859574,33061201302,English,2,Mottu,Mottu,10,,,,,30647966
024860461_3,TIRUVANNAMALAI,110,33061303302,24860461,33061303301,Tamil,2,Arumbu,Arumbu,10,Mottu,10,,,30645913
024860549_1,TIRUVANNAMALAI,106,33060900501,24860549,33060901801,English,2,Arumbu,Arumbu,9,Mottu,6,,,30647562
024860706_1,TIRUVANNAMALAI,110,33061303302,24860706,33061305301,English,2,Arumbu,Arumbu,9,Mottu,9,,,30645913
024860713_1,TIRUVANNAMALAI,105,33060801601,24860713,33060802001,English,3,Malar,Malar,9,,,,,30646659
024860713_3,TIRUVANNAMALAI,105,33060801601,24860713,33060802001,Tamil,3,Malar,Malar,10,,,,,30646659
024860940_2,TIRUVANNAMALAI,106,33060900501,24860940,33060901801,Mathematics,2,Mottu,Mottu,9,,,,,30647562
024861116_2,TIRUVANNAMALAI,110,33061301501,24861116,33061300301,Mathematics,2,Arumbu,Arumbu,10,Mottu,8,,,30645186
024861320_3,TIRUVANNAMALAI,109,33061202001,24861320,33061205901,Tamil,2,Arumbu,Arumbu,9,Mottu,10,,,30645641
024861375_2,TIRUVANNAMALAI,110,33061307601,24861375,33061302601,Mathematics,3,Mottu,Mottu,10,Malar,6,,,30647689
024861921_3,TIRUVANNAMALAI,110,33061303302,24861921,33061303301,Tamil,3,Malar,Malar,9,,,,,30645913
024862314_3,TIRUVANNAMALAI,110,33061303302,24862314,33061303301,Tamil,3,Malar,Malar,8,,,,,30645913
024862482_2,TIRUVANNAMALAI,111,33061404401,24862482,33061403701,Mathematics,2,Mottu,Mottu,9,,,,,30652518
024862644_2,TIRUVANNAMALAI,106,33060902401,24862644,33060900701,Mathematics,2,Mottu,Mottu,7,,,,,30646723
024863704_2,TIRUVANNAMALAI,109,33061202001,24863704,33061205901,Mathematics,2,Arumbu,Arumbu,10,Mottu,10,,,30645641
024863781_3,TIRUVANNAMALAI,106,33060902401,24863781,33060902403,Tamil,3,Malar,Malar,10,,,,,30646723
024863781_1,TIRUVANNAMALAI,106,33060902401,24863781,33060902403,English,3,Malar,Malar,5,,,,,30646723
024864162_1,TIRUVANNAMALAI,100,33060207503,24864162,33060207519,English,3,Malar,Malar,7,,,,,30647646
024864239_2,TIRUVANNAMALAI,101,33060403601,24864239,33060406101,Mathematics,3,Arumbu,Arumbu,10,Mottu,5,Malar,9,30647116
024864239_1,TIRUVANNAMALAI,101,33060403601,24864239,33060406101,English,3,Arumbu,Arumbu,9,Mottu,8,Malar,5,30647116
024864381_3,TIRUVANNAMALAI,111,33061411333,24864381,33061411344,Tamil,2,Mottu,Mottu,7,,,,,30645370
024864659_2,TIRUVANNAMALAI,110,33061307703,24864659,33061300801,Mathematics,3,Arumbu,Arumbu,10,Mottu,10,Malar,10,30647049
024864659_3,TIRUVANNAMALAI,110,33061307703,24864659,33061300801,Tamil,3,Malar,Malar,9,,,,,30647049
024864862_2,TIRUVANNAMALAI,109,33061202001,24864862,33061202002,Mathematics,2,Mottu,Mottu,9,,,,,30645641
024864932_2,TIRUVANNAMALAI,114,33061708803,24864932,33061703601,Mathematics,2,Mottu,Mottu,6,,,,,30645441
024864957_3,TIRUVANNAMALAI,113,33061605103,24864957,33061606301,Tamil,3,Malar,Malar,9,,,,,30650335
024864957_1,TIRUVANNAMALAI,113,33061605103,24864957,33061606301,English,3,Malar,Malar,9,,,,,30650335
024865124_3,TIRUVANNAMALAI,112,33061502701,24865124,33061502001,Tamil,3,Malar,Malar,9,,,,,30647777
024865824_2,TIRUVANNAMALAI,100,33060203901,24865824,33060206501,Mathematics,2,Mottu,Mottu,9,,,,,30646010
024865824_1,TIRUVANNAMALAI,100,33060203901,24865824,33060206501,English,2,Mottu,Mottu,9,,,,,30646010
024866412_3,TIRUVANNAMALAI,110,33061303203,24866412,33061306701,Tamil,3,Malar,Malar,10,,,,,30645941
024866475_1,TIRUVANNAMALAI,104,33060706505,24866475,33060706512,English,3,Malar,Malar,9,,,,,30646431
024866683_3,TIRUVANNAMALAI,106,33060907702,24866683,33060906402,Tamil,3,Malar,Malar,4,,,,,30645650
024867114_3,TIRUVANNAMALAI,114,33061708803,24867114,33061703601,Tamil,2,Mottu,Mottu,6,,,,,30645441
024867308_2,TIRUVANNAMALAI,104,33060706505,24867308,33060706512,Mathematics,3,Malar,Malar,10,,,,,30646431
024867308_3,TIRUVANNAMALAI,104,33060706505,24867308,33060706512,Tamil,3,Malar,Malar,10,,,,,30646431
024867418_3,TIRUVANNAMALAI,114,33061708803,24867418,33061703601,Tamil,2,Mottu,Mottu,7,,,,,30645441
024867955_3,TIRUVANNAMALAI,108,33061100804,24867955,33061100601,Tamil,3,Malar,Malar,7,,,,,30645867
024867955_2,TIRUVANNAMALAI,108,33061100804,24867955,33061100601,Mathematics,3,Malar,Malar,9,,,,,30645867
024868730_2,TIRUVANNAMALAI,105,33060803402,24868730,33060803004,Mathematics,2,Arumbu,Arumbu,9,Mottu,8,,,30646107
024868846_3,TIRUVANNAMALAI,114,33061708803,24868846,33061703601,Tamil,2,Mottu,Mottu,7,,,,,30645441
024868924_2,TIRUVANNAMALAI,106,33060902401,24868924,33060900701,Mathematics,2,Mottu,Mottu,7,,,,,30646723
024869712_3,TIRUVANNAMALAI,111,33061406201,24869712,33061404101,Tamil,3,Malar,Malar,9,,,,,30652375
024869727_1,TIRUVANNAMALAI,103,33060101801,24869727,33060108301,English,3,Malar,Malar,3,,,,,30646593
024869882_3,TIRUVANNAMALAI,109,33061201301,24869882,33061202501,Tamil,3,Malar,Malar,10,,,,,30647966
024869882_2,TIRUVANNAMALAI,109,33061201301,24869882,33061202501,Mathematics,3,Mottu,Mottu,10,Malar,6,,,30647966
024869943_3,TIRUVANNAMALAI,100,33060207503,24869943,33060207508,Tamil,3,Malar,Malar,10,,,,,30647646
024870638_1,TIRUVANNAMALAI,109,33061207103,24870638,33061204401,English,3,Malar,Malar,5,,,,,30647822
024871048_3,TIRUVANNAMALAI,102,33060605401,24871048,33060605402,Tamil,3,Malar,Malar,8,,,,,30645853
024871267_1,TIRUVANNAMALAI,111,33061405701,24871267,33061406001,English,2,Mottu,Mottu,10,,,,,30647061
024871552_3,TIRUVANNAMALAI,109,33061201301,24871552,33061202501,Tamil,3,Malar,Malar,9,,,,,30647966
024871584_1,TIRUVANNAMALAI,102,33060605401,24871584,33060605402,English,3,Malar,Malar,10,,,,,30645853
024871826_3,TIRUVANNAMALAI,112,33061504301,24871826,33061503103,Tamil,3,Malar,Malar,9,,,,,30646026
024872224_3,TIRUVANNAMALAI,113,33061605101,24872224,33061604804,Tamil,3,Malar,Malar,6,,,,,30649173
024872513_3,TIRUVANNAMALAI,107,33061002102,24872513,33061001101,Tamil,3,Malar,Malar,10,,,,,30652360
024873636_2,TIRUVANNAMALAI,109,33061207103,24873636,33061202901,Mathematics,2,Arumbu,Arumbu,8,,,,,30647822
024873884_3,TIRUVANNAMALAI,112,33061504301,24873884,33061503103,Tamil,2,Mottu,Mottu,10,,,,,30646026
024874057_3,TIRUVANNAMALAI,113,33061601904,24874057,33061605901,Tamil,2,Mottu,Mottu,10,,,,,30647286
024874417_1,TIRUVANNAMALAI,104,33060704801,24874417,33060701801,English,2,Mottu,Mottu,10,,,,,30646987
024874417_3,TIRUVANNAMALAI,104,33060704801,24874417,33060701801,Tamil,2,Mottu,Mottu,10,,,,,30646987
024874780_2,TIRUVANNAMALAI,109,33061205003,24874780,33061205602,Mathematics,2,Mottu,Mottu,10,,,,,30645680
024874849_1,TIRUVANNAMALAI,106,33060907702,24874849,33060903501,English,2,Arumbu,Arumbu,10,Mottu,9,,,30645650
024875093_2,TIRUVANNAMALAI,114,33061707902,24875093,33061705101,Mathematics,2,Mottu,Mottu,5,,,,,30647964
024875096_3,TIRUVANNAMALAI,105,33060801601,24875096,33060806101,Tamil,3,Malar,Malar,8,,,,,30646659
024875145_3,TIRUVANNAMALAI,104,33060704801,24875145,33060704802,Tamil,2,Mottu,Mottu,10,,,,,30646987
024875336_3,TIRUVANNAMALAI,105,33060801602,24875336,33060804701,Tamil,2,Mottu,Mottu,10,,,,,30645631
024875719_1,TIRUVANNAMALAI,105,33060801601,24875719,33060806101,English,2,Arumbu,Arumbu,8,Mottu,9,,,30646659
024875802_3,TIRUVANNAMALAI,114,33061708803,24875802,33061708802,Tamil,2,Mottu,Mottu,9,,,,,30645441
024876015_1,TIRUVANNAMALAI,102,33060605401,24876015,33060605402,English,3,Malar,Malar,9,,,,,30645853
024876834_3,TIRUVANNAMALAI,102,33060605401,24876834,33060608101,Tamil,3,Malar,Malar,10,,,,,30645853
024876834_2,TIRUVANNAMALAI,102,33060605401,24876834,33060608101,Mathematics,3,Arumbu,Arumbu,10,Mottu,9,Malar,7,30645853
024876841_1,TIRUVANNAMALAI,103,33060101102,24876841,33060105301,English,2,Arumbu,Arumbu,8,Mottu,7,,,30649977
024877049_1,TIRUVANNAMALAI,103,33060101102,24877049,33060105301,English,2,Arumbu,Arumbu,6,,,,,30649977
024877416_3,TIRUVANNAMALAI,105,33060801602,24877416,33060806201,Tamil,3,Arumbu,Arumbu,10,Mottu,10,Malar,10,30645631
024877416_2,TIRUVANNAMALAI,105,33060801602,24877416,33060806201,Mathematics,3,Arumbu,Arumbu,10,Mottu,9,Malar,10,30645631
024877452_3,TIRUVANNAMALAI,111,33061411330,24877452,33061404301,Tamil,3,Malar,Malar,7,,,,,30646462
024877490_3,TIRUVANNAMALAI,108,33061100804,24877490,33061102401,Tamil,3,Malar,Malar,6,,,,,30645867
024877969_2,TIRUVANNAMALAI,98,33060502801,24877969,33060502803,Mathematics,2,Arumbu,Arumbu,10,Mottu,6,,,30645984
024878054_2,TIRUVANNAMALAI,104,33060700401,24878054,33060702702,Mathematics,2,Arumbu,Arumbu,8,,,,,30647492
024878099_3,TIRUVANNAMALAI,105,33060801601,24878099,33060800101,Tamil,3,Malar,Malar,10,,,,,30646659
024878488_2,TIRUVANNAMALAI,113,33061606501,24878488,33061602501,Mathematics,2,Arumbu,Arumbu,10,Mottu,10,,,30644804
024878796_1,TIRUVANNAMALAI,113,33061601904,24878796,33061605901,English,2,Mottu,Mottu,10,,,,,30647286
024878862_2,TIRUVANNAMALAI,111,33061405701,24878862,33061411001,Mathematics,3,Malar,Malar,8,,,,,30647061
024878862_3,TIRUVANNAMALAI,111,33061405701,24878862,33061411001,Tamil,3,Malar,Malar,10,,,,,30647061
024878862_1,TIRUVANNAMALAI,111,33061405701,24878862,33061411001,English,3,Malar,Malar,10,,,,,30647061
024878979_3,TIRUVANNAMALAI,111,33061405701,24878979,33061404201,Tamil,2,Mottu,Mottu,10,,,,,30647061
024879033_2,TIRUVANNAMALAI,100,33060207001,24879033,33060201301,Mathematics,2,Mottu,Mottu,10,,,,,30646672
024879307_3,TIRUVANNAMALAI,112,33061504301,24879307,33061503101,Tamil,2,Mottu,Mottu,9,,,,,30646026
024879307_1,TIRUVANNAMALAI,112,33061504301,24879307,33061503101,English,2,Arumbu,Arumbu,7,,,,,30646026
024879307_2,TIRUVANNAMALAI,112,33061504301,24879307,33061503101,Mathematics,2,Arumbu,Arumbu,6,,,,,30646026
024879499_2,TIRUVANNAMALAI,104,33060706506,24879499,33060706001,Mathematics,2,Arumbu,Arumbu,10,Mottu,9,,,30645795
024879602_2,TIRUVANNAMALAI,109,33061201301,24879602,33061200902,Mathematics,2,Mottu,Mottu,10,,,,,30647966
024879672_2,TIRUVANNAMALAI,109,33061208401,24879672,33061208402,Mathematics,2,Arumbu,Arumbu,10,Mottu,8,,,30646022
024879718_3,TIRUVANNAMALAI,106,33060906204,24879718,33060906209,Tamil,3,Malar,Malar,10,,,,,30646504
024879718_2,TIRUVANNAMALAI,106,33060906204,24879718,33060906209,Mathematics,3,Malar,Malar,10,,,,,30646504
024879800_3,TIRUVANNAMALAI,104,33060704801,24879800,33060701801,Tamil,2,Mottu,Mottu,10,,,,,30646987
024879800_2,TIRUVANNAMALAI,104,33060704801,24879800,33060701801,Mathematics,2,Mottu,Mottu,10,,,,,30646987
024880004_2,TIRUVANNAMALAI,107,33061002002,24880004,33061004301,Mathematics,2,Arumbu,Arumbu,5,,,,,30647918
024880182_2,TIRUVANNAMALAI,103,33060109601,24880182,33060109901,Mathematics,2,Arumbu,Arumbu,8,,,,,30646546
024880236_2,TIRUVANNAMALAI,103,33060101102,24880236,33060101103,Mathematics,3,Malar,Malar,6,,,,,30649977
024880605_3,TIRUVANNAMALAI,113,33061606701,24880605,33061601501,Tamil,3,Malar,Malar,10,,,,,30645819
024880610_3,TIRUVANNAMALAI,112,33061502701,24880610,33061502001,Tamil,3,Malar,Malar,10,,,,,30647777
024880882_2,TIRUVANNAMALAI,112,33061504701,24880882,33061503401,Mathematics,3,Mottu,Mottu,9,Malar,8,,,30646614
024881054_3,TIRUVANNAMALAI,109,33061201301,24881054,33061201302,Tamil,3,Malar,Malar,10,,,,,30647966
024881054_1,TIRUVANNAMALAI,109,33061201301,24881054,33061201302,English,3,Malar,Malar,10,,,,,30647966
024881264_3,TIRUVANNAMALAI,103,33060109601,24881264,33060109901,Tamil,3,Malar,Malar,9,,,,,30646546
024881264_1,TIRUVANNAMALAI,103,33060109601,24881264,33060109901,English,3,Malar,Malar,9,,,,,30646546
024882229_2,TIRUVANNAMALAI,106,33060902401,24882229,33060905201,Mathematics,2,Mottu,Mottu,7,,,,,30646723
